valid_json,schema_score,topology_score,domain_accuracy,numerical_accuracy,categorical_accuracy,math_accuracy,semantic_score,chart_id,chart_type,complexity
True,1.0,1.0,1.0,0.8837838669950739,,,,110352,Scatter Plot,Low
True,1.0,1.0,1.0,1.0,,,,108038,Scatter Plot,Low
True,1.0,1.0,1.0,0.7737717309145881,,,,65920,Scatter Plot,Low
True,1.0,1.0,0.8333333333333334,0.9375,1.0,,0.8384615384615385,56980,Line Chart,High
True,1.0,1.0,0.75,0.48806455224904266,,,0.4369230769230769,110946,Line Chart,High
True,0.7142857142857143,0.0,0.8571428571428571,,,0.0,0.0,103900,Line Chart,Medium
True,1.0,1.0,0.8333333333333334,0.9683838383838383,1.0,,0.799,130496,Area Chart,Medium
True,1.0,1.0,0.8571428571428571,0.8909282482223658,1.0,,0.5,49375,Box Plot,Low
True,1.0,1.0,1.0,0.710582908885116,1.0,,,92155,Scatter Plot,Medium
True,1.0,1.0,0.75,0.8724999999999999,,,,111599,Scatter Plot,Low
True,1.0,1.0,,0.997981838046683,,,,157289,Pie Chart,Low
True,1.0,1.0,0.875,0.7614264408291558,1.0,,0.66,51220,Box Plot,Medium
True,1.0,1.0,0.8333333333333334,0.7399140481534381,1.0,,,93772,Scatter Plot,Medium
True,0.4714285714285714,1.0,0.0,0.45454545454545453,,,,148167,Scatter Plot,Low
True,1.0,1.0,0.25,0.9245104166666667,,,0.3625,126374,Bar Chart,High
True,1.0,1.0,0.75,0.9052311218517923,,,0.495,130382,Area Chart,Medium
True,0.8333333333333334,0.0,0.8571428571428571,,,,0.0,136552,Box Plot,Medium
True,1.0,1.0,0.75,0.9986842105263158,,,0.34375,71283,Line Chart,High
True,1.0,1.0,0.8,1.0,1.0,,1.0,122747,Area Chart,Low
True,1.0,1.0,0.8571428571428571,0.70185,1.0,,0.3133333333333333,51043,Box Plot,Low
True,1.0,1.0,1.0,1.0,1.0,,,106997,Scatter Plot,Low
True,1.0,1.0,0.8571428571428571,1.0,1.0,,1.0,132703,Area Chart,Low
False,0.0,0.0,,,,,,157159,Bar Chart,High
True,1.0,1.0,0.8333333333333334,,,,0.0,132787,Area Chart,Low
